ActivityID,LeadID,OpportunityID,AccountID,UserID,ActivityType,ActivityDate,Status
ACT000321,LEAD024448,OPP09953,ACC02476,USR0072,Email,2022-07-10,Cancelled
ACT000322,LEAD057258,,ACC01878,USR0113,Demo,2023-02-12,Completed
ACT000323,LEAD022520,,ACC02946,USR0113,Call,2023-03-13,Cancelled
ACT000324,LEAD046996,,ACC01153,USR0115,Demo,2023-01-06,Scheduled
ACT000325,LEAD027850,OPP11389,ACC04454,USR0115,Meeting,2023-01-12,Completed
ACT000326,LEAD028893,,ACC00675,USR0072,Meeting,2024-05-13,Scheduled
ACT000327,LEAD013857,,ACC03799,USR0103,Call,2023-01-12,Scheduled
ACT000328,LEAD050970,,ACC01587,USR0103,Call,2022-11-08,Cancelled
ACT000329,LEAD017172,,ACC01609,USR0113,Call,2022-12-10,Completed
ACT000330,LEAD041432,,ACC00786,USR0134,Follow-up,2023-06-19,Scheduled
ACT000331,LEAD015625,OPP06376,ACC01321,USR0039,Email,2022-09-19,Completed
ACT000332,LEAD015106,,ACC02082,USR0134,Demo,2024-05-22,Cancelled
ACT000333,LEAD005648,OPP02315,ACC00880,USR0024,Follow-up,2025-02-22,Completed
ACT000334,LEAD048161,OPP19706,ACC02120,USR0039,Follow-up,2023-08-11,Scheduled
ACT000335,LEAD006234,,ACC02349,USR0115,Demo,2022-08-21,Scheduled
ACT000336,LEAD014744,,ACC00022,USR0115,Follow-up,2025-02-06,Scheduled
ACT000337,LEAD022456,,ACC03803,USR0024,Follow-up,2023-04-18,Cancelled
ACT000338,LEAD014506,,ACC04973,USR0039,Follow-up,2023-11-24,Cancelled
ACT000339,LEAD032161,,ACC00985,USR0039,Email,2022-07-27,Cancelled
ACT000340,LEAD023529,OPP09581,ACC01472,USR0113,Meeting,2023-12-15,Cancelled
ACT000341,LEAD039816,,ACC03420,USR0113,Email,2023-02-19,Completed
ACT000342,LEAD007021,,ACC00187,USR0024,Follow-up,2024-01-09,Completed
ACT000343,LEAD046897,OPP19199,ACC04463,USR0072,Call,2023-10-02,Scheduled
ACT000344,LEAD052283,,ACC00949,USR0072,Follow-up,2023-09-06,Scheduled
ACT000345,LEAD053614,OPP21919,ACC03670,USR0024,Call,2022-04-23,Completed
ACT000346,LEAD014848,OPP06073,ACC03696,USR0024,Meeting,2024-12-26,Cancelled
ACT000347,LEAD039461,OPP16101,ACC04328,USR0103,Demo,2022-12-08,Completed
ACT000348,LEAD022541,OPP09192,ACC03753,USR0191,Email,2024-02-18,Scheduled
ACT000349,LEAD032161,,ACC00985,USR0039,Follow-up,2022-08-18,Cancelled
ACT000350,LEAD037823,,ACC04607,USR0115,Email,2025-01-05,Scheduled
ACT000351,LEAD005515,,ACC02330,USR0113,Follow-up,2025-03-14,Completed
ACT000352,LEAD053362,,ACC04327,USR0072,Email,2022-05-29,Scheduled
ACT000353,LEAD007222,OPP02922,ACC03834,USR0191,Email,2024-02-21,Completed
ACT000354,LEAD004046,OPP01659,ACC02626,USR0115,Email,2024-04-05,Scheduled
ACT000355,LEAD031764,,ACC03323,USR0039,Follow-up,2022-11-06,Scheduled
ACT000356,LEAD003928,,ACC04191,USR0115,Call,2024-09-13,Scheduled
ACT000357,LEAD040924,,ACC03789,USR0134,Meeting,2025-05-13,Cancelled
ACT000358,LEAD056351,OPP22997,ACC03438,USR0191,Meeting,2023-03-08,Cancelled
ACT000359,LEAD050496,OPP20639,ACC01812,USR0113,Demo,2023-01-20,Scheduled
ACT000360,LEAD001075,,ACC04552,USR0113,Follow-up,2025-01-01,Completed
ACT000361,LEAD022953,,ACC00815,USR0024,Demo,2024-02-06,Cancelled
ACT000362,LEAD041923,,ACC02892,USR0191,Follow-up,2022-10-13,Scheduled
ACT000363,LEAD024836,,ACC02719,USR0072,Call,2024-06-06,Completed
ACT000364,LEAD035927,OPP14672,ACC02438,USR0068,Follow-up,2023-07-04,Cancelled
ACT000365,LEAD020458,OPP08320,ACC00274,USR0191,Meeting,2024-12-25,Cancelled
ACT000366,LEAD041639,,ACC02359,USR0115,Email,2023-07-31,Scheduled
ACT000367,LEAD025962,OPP10601,ACC01443,USR0024,Demo,2025-05-25,Scheduled
ACT000368,LEAD016481,OPP06712,ACC04229,USR0072,Follow-up,2024-01-12,Scheduled
ACT000369,LEAD035512,,ACC00114,USR0024,Demo,2023-02-03,Completed
ACT000370,LEAD016097,,ACC01175,USR0113,Meeting,2023-12-05,Scheduled
ACT000371,LEAD048009,,ACC01418,USR0039,Meeting,2023-08-10,Cancelled
ACT000372,LEAD057885,OPP23647,ACC01578,USR0103,Email,2023-08-17,Scheduled
ACT000373,LEAD032888,OPP13435,ACC03685,USR0115,Demo,2025-04-17,Scheduled
ACT000374,LEAD014968,,ACC02076,USR0068,Demo,2024-03-09,Cancelled
ACT000375,LEAD051826,,ACC01031,USR0103,Demo,2023-10-12,Completed
ACT000376,LEAD012367,OPP05034,ACC02235,USR0039,Meeting,2023-11-10,Scheduled
ACT000377,LEAD036743,OPP15008,ACC01683,USR0113,Demo,2025-08-04,Cancelled
ACT000378,LEAD025024,,ACC03583,USR0072,Call,2024-07-15,Cancelled
ACT000379,LEAD054710,OPP22375,ACC01526,USR0115,Follow-up,2024-05-05,Scheduled
ACT000380,LEAD002490,,ACC01288,USR0115,Call,2023-08-03,Completed
ACT000381,LEAD015956,OPP06505,ACC03073,USR0024,Meeting,2022-10-18,Cancelled
ACT000382,LEAD054195,OPP22148,ACC01196,USR0115,Demo,2024-07-02,Cancelled
ACT000383,LEAD053433,,ACC03560,USR0103,Call,2022-04-03,Completed
ACT000384,LEAD009813,OPP03982,ACC01465,USR0103,Follow-up,2024-10-22,Completed
ACT000385,LEAD052314,OPP21441,ACC02411,USR0115,Meeting,2023-06-20,Scheduled
ACT000386,LEAD020677,OPP08415,ACC04535,USR0024,Demo,2025-01-21,Completed
ACT000387,LEAD045021,,ACC02101,USR0191,Follow-up,2025-04-26,Completed
ACT000388,LEAD008030,,ACC02140,USR0113,Email,2024-03-24,Scheduled
ACT000389,LEAD032386,OPP13224,ACC04842,USR0072,Call,2022-10-10,Cancelled
ACT000390,LEAD055152,,ACC02872,USR0103,Call,2024-03-27,Completed
ACT000391,LEAD010333,,ACC03730,USR0103,Call,2022-10-20,Scheduled
ACT000392,LEAD008696,OPP03512,ACC03104,USR0113,Email,2022-06-20,Scheduled
ACT000393,LEAD041681,,ACC00074,USR0024,Meeting,2023-07-27,Cancelled
ACT000394,LEAD031314,OPP12823,ACC02472,USR0024,Meeting,2024-06-29,Scheduled
ACT000395,LEAD050479,OPP20634,ACC01117,USR0024,Demo,2023-03-22,Scheduled
ACT000396,LEAD039230,,ACC02095,USR0134,Demo,2022-11-28,Cancelled
ACT000397,LEAD002547,OPP01065,ACC04650,USR0115,Demo,2023-04-27,Completed
ACT000398,LEAD024599,OPP10018,ACC03279,USR0068,Follow-up,2022-05-15,Cancelled
ACT000399,LEAD005448,OPP02244,ACC04211,USR0115,Email,2025-01-22,Completed
ACT000400,LEAD000035,OPP00017,ACC04599,USR0039,Demo,2022-09-19,Scheduled
ACT000401,LEAD057302,OPP23414,ACC01822,USR0072,Follow-up,2024-02-22,Scheduled
ACT000402,LEAD000130,,ACC00446,USR0134,Call,2022-10-18,Scheduled
ACT000403,LEAD032574,,ACC00436,USR0068,Meeting,2023-06-19,Cancelled
ACT000404,LEAD052007,,ACC01121,USR0134,Demo,2023-09-29,Completed
ACT000405,LEAD054257,,ACC00277,USR0115,Follow-up,2024-06-26,Scheduled
ACT000406,LEAD049978,OPP20436,ACC03593,USR0039,Meeting,2024-04-28,Cancelled
ACT000407,LEAD057317,,ACC01699,USR0103,Follow-up,2024-01-13,Scheduled
ACT000408,LEAD024680,OPP10055,ACC03571,USR0072,Meeting,2024-05-13,Completed
ACT000409,LEAD015271,,ACC04439,USR0134,Email,2024-04-07,Cancelled
ACT000410,LEAD052161,,ACC00011,USR0191,Email,2023-06-19,Scheduled
ACT000411,LEAD033779,,ACC00488,USR0113,Meeting,2023-10-27,Cancelled
ACT000412,LEAD036665,OPP14972,ACC02702,USR0115,Demo,2025-02-17,Scheduled
ACT000413,LEAD023752,OPP09678,ACC02987,USR0072,Email,2024-01-03,Scheduled
ACT000414,LEAD004887,OPP01993,ACC00350,USR0115,Email,2023-08-04,Cancelled
ACT000415,LEAD058630,,ACC00250,USR0103,Meeting,2025-02-13,Completed
ACT000416,LEAD003723,,ACC00979,USR0072,Demo,2024-11-04,Completed
ACT000417,LEAD057875,OPP23643,ACC01989,USR0068,Demo,2023-07-30,Completed
ACT000418,LEAD038082,,ACC03378,USR0134,Email,2024-11-04,Scheduled
ACT000419,LEAD002233,,ACC04351,USR0103,Email,2023-08-19,Completed
ACT000420,LEAD033513,OPP13709,ACC03863,USR0191,Meeting,2025-05-05,Scheduled
ACT000421,LEAD015277,,ACC02408,USR0115,Demo,2024-02-25,Cancelled
ACT000422,LEAD033352,,ACC02469,USR0072,Meeting,2025-04-27,Cancelled
ACT000423,LEAD019980,OPP08130,ACC02975,USR0068,Follow-up,2023-08-31,Scheduled
ACT000424,LEAD061674,,ACC03526,USR0072,Demo,2022-02-08,Cancelled
ACT000425,LEAD010031,OPP04090,ACC04919,USR0113,Follow-up,2022-08-11,Completed
ACT000426,LEAD047161,OPP19303,ACC03073,USR0191,Meeting,2023-01-12,Completed
ACT000427,LEAD057539,OPP23492,ACC01359,USR0068,Call,2022-04-24,Scheduled
ACT000428,LEAD043545,,ACC03373,USR0113,Call,2023-04-22,Scheduled
ACT000429,LEAD006304,OPP02564,ACC04549,USR0103,Meeting,2022-07-31,Completed
ACT000430,LEAD025620,,ACC02328,USR0024,Meeting,2025-04-01,Completed
ACT000431,LEAD006440,,ACC02471,USR0191,Meeting,2022-07-12,Scheduled
ACT000432,LEAD010277,OPP04206,ACC02719,USR0024,Email,2022-10-16,Completed
ACT000433,LEAD041519,OPP16950,ACC01630,USR0039,Demo,2023-09-27,Cancelled
ACT000434,LEAD045315,,ACC01168,USR0103,Email,2023-06-23,Completed
ACT000435,LEAD017518,,ACC04611,USR0024,Call,2023-01-28,Cancelled
ACT000436,LEAD027855,,ACC02550,USR0068,Demo,2023-02-07,Cancelled
ACT000437,LEAD017581,OPP07157,ACC03176,USR0072,Email,2023-04-01,Scheduled
ACT000438,LEAD019643,,ACC01774,USR0068,Follow-up,2024-12-11,Completed
ACT000439,LEAD033292,,ACC00419,USR0115,Demo,2025-04-24,Cancelled
ACT000440,LEAD008073,OPP03256,ACC03579,USR0134,Demo,2024-02-16,Scheduled
ACT000441,LEAD025959,,ACC04020,USR0072,Call,2025-05-15,Scheduled
ACT000442,LEAD032857,,ACC04615,USR0191,Meeting,2023-07-01,Cancelled
ACT000443,LEAD002199,,ACC01438,USR0115,Email,2023-06-25,Completed
ACT000444,LEAD060002,OPP24515,ACC01970,USR0113,Meeting,2022-11-21,Cancelled
ACT000445,LEAD049802,,ACC00524,USR0115,Demo,2024-04-22,Cancelled
ACT000446,LEAD009771,OPP03962,ACC02351,USR0113,Demo,2022-07-15,Scheduled
ACT000447,LEAD051337,OPP21006,ACC03336,USR0039,Demo,2024-05-07,Scheduled
ACT000448,LEAD005626,OPP02305,ACC03023,USR0068,Email,2025-01-10,Scheduled
ACT000449,LEAD054585,OPP22315,ACC01090,USR0115,Meeting,2024-07-12,Cancelled
ACT000450,LEAD059456,,ACC01342,USR0068,Meeting,2024-06-11,Completed
ACT000451,LEAD037260,,ACC02299,USR0024,Demo,2025-08-29,Scheduled
ACT000452,LEAD015621,,ACC04950,USR0039,Follow-up,2022-10-10,Cancelled
ACT000453,LEAD023005,,ACC03704,USR0024,Call,2023-12-05,Cancelled
ACT000454,LEAD025466,,ACC00285,USR0103,Demo,2025-01-17,Scheduled
ACT000455,LEAD012953,,ACC04622,USR0072,Email,2023-11-21,Cancelled
ACT000456,LEAD028948,,ACC02462,USR0113,Meeting,2024-07-10,Completed
ACT000457,LEAD044417,,ACC03913,USR0191,Email,2022-07-24,Cancelled
ACT000458,LEAD029755,,ACC00159,USR0024,Email,2022-03-26,Cancelled
ACT000459,LEAD045001,,ACC03011,USR0115,Call,2025-06-29,Scheduled
ACT000460,LEAD006037,OPP02463,ACC02282,USR0039,Demo,2025-02-26,Completed
ACT000461,LEAD031891,OPP13042,ACC02887,USR0068,Meeting,2022-10-29,Cancelled
ACT000462,LEAD057265,,ACC01063,USR0024,Call,2024-01-06,Scheduled
ACT000463,LEAD029875,,ACC00501,USR0039,Demo,2022-03-26,Completed
ACT000464,LEAD036283,,ACC04760,USR0134,Email,2024-01-13,Cancelled
ACT000465,LEAD033273,OPP13597,ACC04946,USR0024,Meeting,2025-05-12,Cancelled
ACT000466,LEAD056735,,ACC00566,USR0113,Meeting,2025-07-25,Completed
ACT000467,LEAD024854,OPP10123,ACC00354,USR0115,Demo,2024-04-12,Scheduled
ACT000468,LEAD000202,,ACC01615,USR0024,Meeting,2022-09-15,Completed
ACT000469,LEAD003013,,ACC02874,USR0068,Call,2024-03-19,Completed
ACT000470,LEAD009855,OPP04008,ACC03486,USR0024,Email,2024-12-01,Cancelled
ACT000471,LEAD012311,,ACC02659,USR0191,Demo,2023-10-17,Cancelled
ACT000472,LEAD019116,OPP07771,ACC02851,USR0115,Call,2024-11-24,Scheduled
ACT000473,LEAD008021,,ACC00367,USR0134,Meeting,2023-12-24,Cancelled
ACT000474,LEAD025125,OPP10250,ACC04938,USR0191,Demo,2024-06-06,Scheduled
ACT000475,LEAD047565,,ACC03967,USR0039,Meeting,2025-03-10,Cancelled
ACT000476,LEAD005178,,ACC03591,USR0113,Meeting,2023-08-16,Completed
ACT000477,LEAD027667,,ACC04591,USR0115,Email,2022-12-25,Scheduled
ACT000478,LEAD009081,,ACC04103,USR0039,Follow-up,2024-12-18,Cancelled
ACT000479,LEAD025634,,ACC03885,USR0103,Follow-up,2025-01-28,Completed
ACT000480,LEAD003399,OPP01394,ACC04922,USR0024,Call,2024-08-28,Cancelled
ACT000481,LEAD058764,,ACC04212,USR0068,Demo,2025-02-23,Cancelled
ACT000482,LEAD022534,,ACC01042,USR0072,Demo,2023-04-23,Completed
ACT000483,LEAD037559,,ACC00460,USR0191,Call,2024-09-27,Completed
ACT000484,LEAD039735,OPP16216,ACC03672,USR0024,Demo,2022-10-11,Completed
ACT000485,LEAD055167,,ACC02905,USR0115,Email,2025-04-06,Cancelled
ACT000486,LEAD016043,,ACC02589,USR0068,Demo,2023-10-27,Scheduled
ACT000487,LEAD025360,,ACC00515,USR0024,Follow-up,2025-03-12,Scheduled
ACT000488,LEAD040355,,ACC04154,USR0068,Email,2023-02-21,Scheduled
ACT000489,LEAD055906,,ACC03472,USR0134,Call,2023-03-16,Scheduled
ACT000490,LEAD009257,OPP03746,ACC02144,USR0024,Demo,2025-02-20,Scheduled
ACT000491,LEAD054139,OPP22121,ACC01496,USR0134,Meeting,2024-07-14,Completed
ACT000492,LEAD048446,,ACC03688,USR0191,Demo,2023-08-05,Completed
ACT000493,LEAD044127,,ACC04418,USR0039,Meeting,2022-07-20,Completed
ACT000494,LEAD032933,,ACC04748,USR0191,Meeting,2025-05-27,Cancelled
ACT000495,LEAD045683,,ACC03004,USR0068,Meeting,2023-04-14,Completed
ACT000496,LEAD004168,OPP01706,ACC02042,USR0072,Meeting,2024-04-29,Completed
ACT000497,LEAD056978,,ACC02480,USR0115,Demo,2022-11-28,Completed
ACT000498,LEAD023551,,ACC00568,USR0103,Email,2024-01-10,Cancelled
ACT000499,LEAD014619,,ACC04219,USR0103,Follow-up,2024-01-10,Completed
ACT000500,LEAD061639,OPP25193,ACC01983,USR0115,Meeting,2022-04-15,Completed
ACT000501,LEAD059460,OPP24310,ACC04798,USR0024,Follow-up,2024-06-24,Completed
ACT000502,LEAD060161,,ACC02715,USR0191,Follow-up,2022-11-04,Completed
ACT000503,LEAD053619,,ACC00014,USR0072,Email,2022-06-24,Completed
ACT000504,LEAD022093,OPP09009,ACC03675,USR0068,Email,2023-06-18,Cancelled
ACT000505,LEAD038529,,ACC02726,USR0039,Meeting,2023-01-18,Completed
ACT000506,LEAD054754,,ACC04493,USR0072,Follow-up,2024-06-25,Scheduled
ACT000507,LEAD052490,,ACC00079,USR0103,Email,2023-11-13,Completed
ACT000508,LEAD050436,,ACC00940,USR0113,Call,2023-03-06,Completed
ACT000509,LEAD023504,,ACC02579,USR0115,Meeting,2023-12-24,Completed
ACT000510,LEAD048446,,ACC03688,USR0191,Meeting,2023-08-09,Completed
ACT000511,LEAD008332,OPP03362,ACC03912,USR0103,Meeting,2022-07-02,Completed
ACT000512,LEAD023983,OPP09773,ACC04457,USR0191,Demo,2022-05-25,Cancelled
ACT000513,LEAD014302,,ACC01801,USR0068,Call,2023-12-17,Scheduled
ACT000514,LEAD060374,,ACC04242,USR0191,Meeting,2022-08-29,Cancelled
ACT000515,LEAD039167,OPP15997,ACC04944,USR0068,Call,2022-10-10,Scheduled
ACT000516,LEAD037556,,ACC00299,USR0103,Email,2024-11-21,Cancelled
ACT000517,LEAD000851,OPP00352,ACC03747,USR0068,Follow-up,2024-12-24,Scheduled
ACT000518,LEAD047283,OPP19357,ACC02549,USR0024,Call,2023-01-03,Completed
ACT000519,LEAD049805,,ACC00716,USR0113,Demo,2024-03-24,Scheduled
ACT000520,LEAD018202,,ACC04148,USR0024,Call,2023-01-28,Scheduled
ACT000521,LEAD019248,,ACC00331,USR0103,Demo,2024-11-08,Completed
ACT000522,LEAD055009,,ACC02248,USR0103,Call,2024-05-24,Scheduled
ACT000523,LEAD031114,,ACC01561,USR0072,Email,2024-03-13,Completed
ACT000524,LEAD022533,,ACC01338,USR0115,Meeting,2023-05-15,Cancelled
ACT000525,LEAD019623,OPP07978,ACC01971,USR0115,Follow-up,2024-09-17,Cancelled
ACT000526,LEAD047454,OPP19423,ACC00092,USR0024,Meeting,2025-03-05,Scheduled
ACT000527,LEAD022557,,ACC03428,USR0115,Follow-up,2024-02-22,Scheduled
ACT000528,LEAD043435,OPP17749,ACC00113,USR0024,Follow-up,2023-06-20,Cancelled
ACT000529,LEAD032197,OPP13153,ACC04397,USR0115,Call,2022-08-14,Cancelled
ACT000530,LEAD058896,,ACC04715,USR0191,Follow-up,2025-02-02,Cancelled
ACT000531,LEAD019209,,ACC00605,USR0039,Email,2024-11-20,Scheduled
ACT000532,LEAD052523,,ACC00839,USR0115,Email,2023-10-06,Scheduled
ACT000533,LEAD061592,OPP25173,ACC04917,USR0191,Demo,2022-01-20,Scheduled
ACT000534,LEAD016349,,ACC01916,USR0072,Call,2023-12-23,Scheduled
ACT000535,LEAD053253,,ACC03071,USR0072,Meeting,2023-08-05,Cancelled
ACT000536,LEAD034558,,ACC04473,USR0072,Meeting,2024-01-10,Completed
ACT000537,LEAD018308,OPP07453,ACC01034,USR0024,Demo,2023-06-15,Completed
ACT000538,LEAD005850,OPP02394,ACC04508,USR0103,Call,2024-12-03,Completed
ACT000539,LEAD034118,OPP13968,ACC00107,USR0191,Call,2023-10-17,Cancelled
ACT000540,LEAD061293,,ACC01066,USR0115,Meeting,2023-04-18,Completed
ACT000541,LEAD026119,,ACC03530,USR0113,Call,2025-01-19,Cancelled
ACT000542,LEAD025826,OPP10544,ACC04805,USR0134,Follow-up,2025-01-04,Scheduled
ACT000543,LEAD034891,OPP14267,ACC03586,USR0115,Call,2023-01-15,Scheduled
ACT000544,LEAD059910,,ACC01955,USR0113,Demo,2024-06-01,Cancelled
ACT000545,LEAD000767,OPP00319,ACC01744,USR0072,Meeting,2024-10-08,Cancelled
ACT000546,LEAD054687,OPP22365,ACC00343,USR0068,Meeting,2024-05-12,Completed
ACT000547,LEAD027123,OPP11084,ACC01541,USR0191,Follow-up,2023-11-08,Completed
ACT000548,LEAD051183,,ACC00187,USR0039,Demo,2024-04-20,Completed
ACT000549,LEAD046444,,ACC03628,USR0115,Call,2022-07-31,Scheduled
ACT000550,LEAD052164,,ACC01890,USR0039,Follow-up,2023-11-04,Scheduled
ACT000551,LEAD060489,,ACC02597,USR0113,Meeting,2022-09-29,Cancelled
ACT000552,LEAD031922,,ACC03242,USR0068,Demo,2022-08-14,Cancelled
ACT000553,LEAD055286,OPP22598,ACC04690,USR0115,Follow-up,2025-04-06,Cancelled
ACT000554,LEAD051250,OPP20975,ACC02450,USR0024,Follow-up,2024-04-18,Completed
ACT000555,LEAD017770,,ACC01968,USR0039,Meeting,2024-02-29,Completed
ACT000556,LEAD032508,OPP13281,ACC03320,USR0024,Meeting,2023-07-12,Cancelled
ACT000557,LEAD043679,OPP17837,ACC03726,USR0191,Meeting,2023-07-07,Scheduled
ACT000558,LEAD051880,,ACC02568,USR0103,Call,2023-10-17,Completed
ACT000559,LEAD011479,,ACC03127,USR0113,Email,2024-05-23,Cancelled
ACT000560,LEAD058680,,ACC04368,USR0134,Demo,2025-02-16,Completed
ACT000561,LEAD002599,,ACC02164,USR0134,Call,2023-05-29,Completed
ACT000562,LEAD000843,,ACC00839,USR0103,Follow-up,2024-12-23,Completed
ACT000563,LEAD038885,OPP15873,ACC03691,USR0134,Demo,2023-02-21,Scheduled
ACT000564,LEAD042993,,ACC01029,USR0039,Email,2023-11-02,Scheduled
ACT000565,LEAD003952,OPP01617,ACC03304,USR0072,Meeting,2024-11-27,Cancelled
ACT000566,LEAD060962,OPP24897,ACC00383,USR0039,Call,2023-04-07,Completed
ACT000567,LEAD023993,,ACC02727,USR0024,Email,2022-06-05,Cancelled
ACT000568,LEAD034649,,ACC01610,USR0134,Call,2023-12-12,Scheduled
ACT000569,LEAD013310,,ACC04499,USR0103,Demo,2025-01-09,Scheduled
ACT000570,LEAD023124,OPP09411,ACC03679,USR0068,Demo,2023-12-10,Scheduled
ACT000571,LEAD002366,,ACC03108,USR0134,Email,2023-06-25,Cancelled
ACT000572,LEAD019664,,ACC02301,USR0134,Meeting,2024-09-07,Scheduled
ACT000573,LEAD040310,,ACC02450,USR0134,Meeting,2023-02-15,Cancelled
ACT000574,LEAD014981,,ACC02555,USR0103,Follow-up,2024-05-09,Scheduled
ACT000575,LEAD019489,OPP07925,ACC03221,USR0024,Meeting,2024-08-29,Completed
ACT000576,LEAD015872,,ACC04266,USR0191,Demo,2022-09-07,Cancelled
ACT000577,LEAD037169,,ACC00444,USR0115,Call,2025-08-03,Completed
ACT000578,LEAD028744,,ACC03556,USR0134,Email,2024-05-20,Completed
ACT000579,LEAD014191,,ACC04935,USR0115,Meeting,2022-10-25,Scheduled
ACT000580,LEAD006351,,ACC03096,USR0024,Call,2022-08-30,Completed
ACT000581,LEAD053449,OPP21866,ACC04293,USR0115,Demo,2022-03-08,Completed
ACT000582,LEAD043346,,ACC04062,USR0072,Demo,2023-06-16,Cancelled
ACT000583,LEAD013083,,ACC01815,USR0113,Email,2025-02-13,Cancelled
ACT000584,LEAD007553,,ACC04218,USR0024,Meeting,2022-10-28,Completed
ACT000585,LEAD020086,,ACC02459,USR0103,Call,2023-08-16,Scheduled
ACT000586,LEAD043840,,ACC03832,USR0024,Demo,2025-06-04,Completed
ACT000587,LEAD043018,,ACC04588,USR0113,Meeting,2023-09-30,Cancelled
ACT000588,LEAD033305,,ACC00158,USR0072,Follow-up,2025-04-28,Scheduled
ACT000589,LEAD007830,OPP03171,ACC03816,USR0115,Demo,2022-11-01,Scheduled
ACT000590,LEAD000884,OPP00362,ACC04858,USR0068,Demo,2025-01-07,Completed
ACT000591,LEAD033921,,ACC01753,USR0134,Email,2023-10-08,Cancelled
ACT000592,LEAD017814,OPP07256,ACC02985,USR0072,Meeting,2024-03-02,Completed
ACT000593,LEAD022679,,ACC01561,USR0068,Call,2023-11-30,Completed
ACT000594,LEAD022444,OPP09156,ACC04045,USR0072,Follow-up,2023-02-04,Scheduled
ACT000595,LEAD037695,,ACC02953,USR0134,Call,2024-11-02,Scheduled
ACT000596,LEAD013604,OPP05528,ACC00914,USR0072,Meeting,2022-11-25,Cancelled
ACT000597,LEAD035339,OPP14454,ACC01249,USR0024,Email,2022-11-26,Scheduled
ACT000598,LEAD019533,OPP07946,ACC00617,USR0134,Email,2024-10-24,Completed
ACT000599,LEAD055897,,ACC03476,USR0134,Call,2023-04-23,Cancelled
ACT000600,LEAD028255,OPP11560,ACC04558,USR0115,Email,2024-06-18,Scheduled
ACT000601,LEAD047797,OPP19569,ACC03790,USR0072,Email,2023-08-04,Completed
ACT000602,LEAD004849,OPP01977,ACC03158,USR0024,Email,2023-07-31,Scheduled
ACT000603,LEAD047817,,ACC02047,USR0103,Email,2023-07-29,Cancelled
ACT000604,LEAD024886,OPP10138,ACC01792,USR0068,Call,2024-04-03,Completed
ACT000605,LEAD026358,,ACC01686,USR0134,Demo,2023-08-22,Scheduled
ACT000606,LEAD019053,OPP07756,ACC04721,USR0024,Follow-up,2024-11-14,Cancelled
ACT000607,LEAD001502,OPP00618,ACC03709,USR0068,Follow-up,2024-09-29,Cancelled
ACT000608,LEAD014589,,ACC03250,USR0072,Follow-up,2023-12-27,Scheduled
ACT000609,LEAD011324,,ACC00297,USR0113,Meeting,2023-03-31,Completed
ACT000610,LEAD005683,,ACC04617,USR0134,Call,2025-03-19,Scheduled
ACT000611,LEAD025800,,ACC02738,USR0134,Meeting,2025-03-15,Scheduled
ACT000612,LEAD043716,,ACC02927,USR0039,Call,2025-05-04,Scheduled
ACT000613,LEAD004432,,ACC03451,USR0103,Call,2023-07-25,Scheduled
ACT000614,LEAD011597,OPP04706,ACC02767,USR0068,Demo,2024-04-21,Completed
ACT000615,LEAD052684,,ACC01668,USR0039,Meeting,2023-05-21,Scheduled
ACT000616,LEAD020522,,ACC00774,USR0115,Call,2024-11-28,Cancelled
ACT000617,LEAD004010,,ACC02595,USR0191,Follow-up,2024-11-14,Scheduled
ACT000618,LEAD060357,,ACC03490,USR0072,Follow-up,2022-08-18,Cancelled
ACT000619,LEAD005791,OPP02366,ACC03259,USR0072,Call,2025-02-14,Scheduled
ACT000620,LEAD026209,,ACC02312,USR0191,Follow-up,2025-04-26,Cancelled
ACT000621,LEAD025698,OPP10494,ACC02700,USR0024,Meeting,2025-01-02,Cancelled
ACT000622,LEAD049652,OPP20299,ACC02032,USR0191,Follow-up,2024-04-19,Completed
ACT000623,LEAD041318,,ACC04589,USR0113,Demo,2023-08-28,Completed
ACT000624,LEAD002955,OPP01227,ACC03581,USR0103,Meeting,2024-03-10,Cancelled
ACT000625,LEAD027312,,ACC01047,USR0039,Follow-up,2023-11-03,Cancelled
ACT000626,LEAD013150,,ACC01741,USR0103,Call,2025-02-08,Completed
ACT000627,LEAD032207,OPP13157,ACC00897,USR0103,Demo,2022-09-01,Scheduled
ACT000628,LEAD009736,OPP03947,ACC03573,USR0115,Follow-up,2022-07-12,Cancelled
ACT000629,LEAD032391,,ACC00053,USR0115,Meeting,2022-10-11,Scheduled
ACT000630,LEAD001386,,ACC00488,USR0113,Meeting,2024-09-19,Scheduled
ACT000631,LEAD017365,,ACC01917,USR0072,Meeting,2023-03-03,Cancelled
ACT000632,LEAD035839,,ACC04944,USR0134,Call,2023-06-17,Cancelled
ACT000633,LEAD034962,OPP14294,ACC00761,USR0134,Meeting,2023-04-01,Completed
ACT000634,LEAD031494,,ACC03370,USR0039,Call,2024-04-06,Cancelled
ACT000635,LEAD054298,,ACC03442,USR0039,Demo,2024-07-12,Scheduled
ACT000636,LEAD058298,OPP23823,ACC01464,USR0039,Follow-up,2023-07-10,Completed
ACT000637,LEAD020313,,ACC04369,USR0068,Call,2023-03-04,Cancelled
ACT000638,LEAD043945,,ACC00320,USR0039,Email,2022-07-22,Scheduled
ACT000639,LEAD060826,,ACC03672,USR0068,Demo,2024-08-24,Completed
ACT000640,LEAD037182,OPP15180,ACC03902,USR0068,Call,2025-05-13,Scheduled
