OpportunityID,LeadID,AccountID,AssignedSalesRepID,Stage,Probability,OpportunityAmount,CreatedDate,ExpectedCloseDate
OPP00283,LEAD000682,ACC04524,USR0072,Negotiation,75,173120,2024-12-19,2025-01-29
OPP00284,LEAD000685,ACC02505,USR0039,Proposal,50,96820,2024-08-03,2024-09-23
OPP00285,LEAD000686,ACC01848,USR0191,Closed Won,100,296425,2025-01-01,2025-03-19
OPP00286,LEAD000690,ACC00431,USR0134,Qualification,20,253260,2024-08-30,2024-10-14
OPP00287,LEAD000693,ACC00385,USR0113,Needs Analysis,35,75303,2024-10-30,2024-11-15
OPP00288,LEAD000695,ACC01864,USR0115,Proposal,50,240817,2024-10-20,2024-12-02
OPP00289,LEAD000699,ACC02579,USR0103,Proposal,50,179569,2024-09-07,2024-10-07
OPP00290,LEAD000701,ACC02465,USR0113,Proposal,50,256092,2024-08-14,2024-10-05
OPP00291,LEAD000702,ACC02636,USR0115,Negotiation,75,112223,2024-09-27,2024-12-04
OPP00292,LEAD000706,ACC02368,USR0072,Closed Lost,0,249320,2024-10-26,2024-12-11
OPP00293,LEAD000707,ACC01238,USR0024,Proposal,50,172894,2024-08-19,2024-10-22
OPP00294,LEAD000709,ACC01340,USR0113,Closed Won,100,121011,2024-07-28,2024-10-16
OPP00295,LEAD000711,ACC03742,USR0113,Closed Won,100,223931,2024-12-11,2025-01-30
OPP00296,LEAD000714,ACC03774,USR0134,Needs Analysis,35,181980,2024-11-28,2025-02-15
OPP00297,LEAD000715,ACC04910,USR0024,Closed Won,100,261178,2024-09-22,2024-11-12
OPP00298,LEAD000716,ACC04253,USR0103,Closed Won,100,246607,2024-12-31,2025-03-30
OPP00299,LEAD000717,ACC01256,USR0113,Closed Won,100,189641,2024-09-07,2024-11-18
OPP00300,LEAD000723,ACC00566,USR0113,Proposal,50,9792,2024-08-14,2024-10-10
OPP00301,LEAD000724,ACC02906,USR0134,Negotiation,75,200664,2024-09-21,2024-11-23
OPP00302,LEAD000725,ACC02543,USR0113,Closed Won,100,258338,2024-08-09,2024-09-17
OPP00303,LEAD000726,ACC00023,USR0039,Proposal,50,8466,2025-01-02,2025-02-15
OPP00304,LEAD000727,ACC00053,USR0068,Qualification,20,11213,2024-12-07,2025-02-20
OPP00305,LEAD000728,ACC04820,USR0103,Needs Analysis,35,149043,2024-07-27,2024-08-30
OPP00306,LEAD000730,ACC00353,USR0103,Closed Lost,0,98987,2025-01-20,2025-02-20
OPP00307,LEAD000736,ACC04974,USR0115,Closed Lost,0,47266,2024-10-11,2024-12-07
OPP00308,LEAD000737,ACC02893,USR0039,Closed Won,100,21611,2024-12-28,2025-03-09
OPP00309,LEAD000739,ACC02907,USR0115,Proposal,50,9954,2024-12-02,2025-02-13
OPP00310,LEAD000741,ACC01803,USR0134,Negotiation,75,178681,2024-10-30,2025-01-05
OPP00311,LEAD000745,ACC03720,USR0068,Qualification,20,22250,2024-12-01,2025-01-18
OPP00312,LEAD000751,ACC03997,USR0072,Negotiation,75,267559,2025-01-13,2025-03-19
OPP00313,LEAD000755,ACC02401,USR0115,Closed Won,100,191547,2024-11-05,2025-01-27
OPP00314,LEAD000757,ACC00302,USR0072,Closed Lost,0,204267,2025-01-13,2025-03-31
OPP00315,LEAD000758,ACC04672,USR0039,Qualification,20,159863,2024-08-18,2024-09-10
OPP00316,LEAD000759,ACC01004,USR0072,Negotiation,75,48011,2024-09-19,2024-11-09
OPP00317,LEAD000763,ACC04716,USR0072,Negotiation,75,58598,2024-10-18,2024-12-27
OPP00318,LEAD000765,ACC00712,USR0191,Negotiation,75,273666,2024-11-05,2024-12-02
OPP00319,LEAD000767,ACC01744,USR0072,Qualification,20,175094,2024-10-23,2024-12-15
OPP00320,LEAD000769,ACC03764,USR0039,Qualification,20,298358,2024-10-18,2024-11-09
OPP00321,LEAD000770,ACC02319,USR0191,Needs Analysis,35,93910,2024-09-20,2024-11-29
OPP00322,LEAD000776,ACC04489,USR0103,Needs Analysis,35,107523,2024-12-22,2025-02-27
OPP00323,LEAD000780,ACC00121,USR0068,Qualification,20,162514,2024-12-29,2025-01-23
OPP00324,LEAD000781,ACC02664,USR0024,Negotiation,75,110304,2024-10-13,2024-11-27
OPP00325,LEAD000787,ACC01349,USR0134,Closed Won,100,293410,2024-09-10,2024-10-13
OPP00326,LEAD000788,ACC02607,USR0134,Proposal,50,114916,2024-07-24,2024-09-09
OPP00327,LEAD000790,ACC04503,USR0191,Needs Analysis,35,77969,2024-11-06,2024-11-22
OPP00328,LEAD000796,ACC02289,USR0115,Closed Won,100,286493,2024-10-25,2025-01-17
OPP00329,LEAD000797,ACC03421,USR0024,Qualification,20,62341,2024-12-15,2025-02-12
OPP00330,LEAD000798,ACC01230,USR0039,Negotiation,75,191126,2024-09-21,2024-11-29
OPP00331,LEAD000799,ACC03432,USR0024,Proposal,50,28224,2024-08-30,2024-10-22
OPP00332,LEAD000800,ACC02614,USR0191,Closed Lost,0,214514,2024-12-08,2025-02-22
OPP00333,LEAD000803,ACC03266,USR0039,Needs Analysis,35,120884,2024-11-23,2025-02-19
OPP00334,LEAD000805,ACC01509,USR0134,Proposal,50,267388,2025-01-11,2025-03-04
OPP00335,LEAD000808,ACC04921,USR0113,Closed Lost,0,187624,2024-08-09,2024-10-13
OPP00336,LEAD000810,ACC02020,USR0103,Qualification,20,254646,2024-11-29,2024-12-20
OPP00337,LEAD000815,ACC04926,USR0039,Closed Won,100,294359,2024-09-26,2024-11-16
OPP00338,LEAD000820,ACC03475,USR0134,Negotiation,75,208861,2024-11-10,2025-01-09
OPP00339,LEAD000821,ACC01224,USR0191,Negotiation,75,112890,2024-07-19,2024-09-04
OPP00340,LEAD000822,ACC00804,USR0134,Negotiation,75,37801,2024-09-24,2024-10-14
OPP00341,LEAD000826,ACC04513,USR0103,Negotiation,75,208758,2024-12-02,2024-12-21
OPP00342,LEAD000830,ACC02495,USR0191,Negotiation,75,75227,2024-12-26,2025-01-21
OPP00343,LEAD000835,ACC01024,USR0191,Needs Analysis,35,95824,2024-11-21,2025-01-28
OPP00344,LEAD000839,ACC04289,USR0072,Needs Analysis,35,107303,2024-07-18,2024-10-10
OPP00345,LEAD000840,ACC04267,USR0024,Proposal,50,264506,2024-10-28,2024-12-16
OPP00346,LEAD000841,ACC00424,USR0072,Needs Analysis,35,222910,2024-10-28,2025-01-12
OPP00347,LEAD000842,ACC04840,USR0115,Negotiation,75,48343,2024-11-10,2025-01-07
OPP00348,LEAD000846,ACC03578,USR0068,Proposal,50,264686,2024-12-05,2024-12-29
OPP00349,LEAD000847,ACC04961,USR0113,Negotiation,75,64877,2024-12-02,2025-01-14
OPP00350,LEAD000848,ACC02470,USR0113,Closed Lost,0,197341,2024-09-29,2024-12-24
OPP00351,LEAD000849,ACC02560,USR0115,Qualification,20,236403,2024-12-07,2025-02-10
OPP00352,LEAD000851,ACC03747,USR0068,Needs Analysis,35,161085,2024-12-25,2025-01-24
OPP00353,LEAD000855,ACC03258,USR0113,Needs Analysis,35,92022,2024-12-28,2025-02-14
OPP00354,LEAD000860,ACC02194,USR0134,Closed Won,100,274701,2024-10-05,2024-12-06
OPP00355,LEAD000867,ACC04469,USR0191,Negotiation,75,53808,2024-08-02,2024-10-16
OPP00356,LEAD000868,ACC03231,USR0134,Negotiation,75,150870,2024-10-22,2025-01-16
OPP00357,LEAD000870,ACC00493,USR0039,Closed Won,100,53833,2024-10-12,2024-11-24
OPP00358,LEAD000871,ACC00086,USR0068,Negotiation,75,192811,2024-11-07,2025-01-20
OPP00359,LEAD000872,ACC03479,USR0113,Negotiation,75,119205,2024-08-05,2024-09-03
OPP00360,LEAD000876,ACC02218,USR0068,Qualification,20,30380,2024-10-10,2024-10-29
OPP00361,LEAD000880,ACC01653,USR0115,Closed Lost,0,163264,2024-09-09,2024-10-08
OPP00362,LEAD000884,ACC04858,USR0068,Needs Analysis,35,230040,2025-01-09,2025-04-02
OPP00363,LEAD000887,ACC03163,USR0068,Needs Analysis,35,277338,2024-08-17,2024-10-18
OPP00364,LEAD000890,ACC00602,USR0024,Proposal,50,255452,2024-11-13,2024-12-17
OPP00365,LEAD000894,ACC04197,USR0068,Negotiation,75,40867,2025-01-04,2025-03-22
OPP00366,LEAD000895,ACC03138,USR0068,Closed Won,100,91044,2024-12-06,2025-01-25
OPP00367,LEAD000897,ACC04392,USR0072,Negotiation,75,220854,2024-12-19,2025-01-30
OPP00368,LEAD000898,ACC00196,USR0113,Proposal,50,118898,2024-12-29,2025-02-12
OPP00369,LEAD000900,ACC01760,USR0039,Qualification,20,189305,2024-12-19,2025-02-19
OPP00370,LEAD000903,ACC04846,USR0103,Closed Won,100,154380,2024-09-29,2024-11-28
OPP00371,LEAD000905,ACC04690,USR0115,Needs Analysis,35,272136,2024-09-02,2024-10-11
OPP00372,LEAD000906,ACC03335,USR0134,Closed Won,100,159949,2024-08-31,2024-11-12
OPP00373,LEAD000909,ACC00536,USR0039,Negotiation,75,42230,2024-11-17,2024-12-04
OPP00374,LEAD000912,ACC03872,USR0039,Negotiation,75,95581,2024-10-13,2024-11-28
OPP00375,LEAD000913,ACC02586,USR0134,Negotiation,75,13750,2024-11-12,2024-12-23
OPP00376,LEAD000918,ACC00845,USR0191,Closed Won,100,286886,2024-08-03,2024-10-27
OPP00377,LEAD000921,ACC03320,USR0191,Proposal,50,209855,2024-08-25,2024-10-08
OPP00378,LEAD000922,ACC01348,USR0072,Negotiation,75,39663,2024-12-18,2025-01-02
OPP00379,LEAD000923,ACC04863,USR0103,Closed Won,100,130114,2024-10-06,2024-11-08
OPP00380,LEAD000926,ACC04022,USR0191,Proposal,50,97089,2024-10-02,2024-11-08
OPP00381,LEAD000929,ACC03295,USR0024,Negotiation,75,140920,2024-10-10,2024-10-28
OPP00382,LEAD000931,ACC02062,USR0024,Qualification,20,180642,2024-08-14,2024-09-28
OPP00383,LEAD000933,ACC01720,USR0024,Qualification,20,45406,2024-09-26,2024-11-13
OPP00384,LEAD000935,ACC02517,USR0191,Qualification,20,92493,2024-07-26,2024-10-02
OPP00385,LEAD000937,ACC00249,USR0024,Qualification,20,65468,2024-12-20,2025-01-12
OPP00386,LEAD000938,ACC02418,USR0068,Proposal,50,6346,2024-09-22,2024-11-22
OPP00387,LEAD000952,ACC00657,USR0039,Proposal,50,133517,2024-09-15,2024-11-26
OPP00388,LEAD000954,ACC00087,USR0039,Needs Analysis,35,10030,2024-09-24,2024-10-14
OPP00389,LEAD000958,ACC00438,USR0103,Needs Analysis,35,53772,2024-09-01,2024-09-19
OPP00390,LEAD000960,ACC00837,USR0113,Closed Lost,0,245364,2024-10-25,2024-12-30
OPP00391,LEAD000961,ACC04080,USR0024,Negotiation,75,269989,2024-08-14,2024-10-30
OPP00392,LEAD000962,ACC01598,USR0068,Qualification,20,211753,2024-08-28,2024-09-22
OPP00393,LEAD000963,ACC04849,USR0039,Negotiation,75,37654,2024-08-09,2024-09-01
OPP00394,LEAD000964,ACC00561,USR0024,Needs Analysis,35,129136,2024-11-03,2025-01-31
OPP00395,LEAD000966,ACC00007,USR0103,Negotiation,75,176049,2024-11-05,2025-01-07
OPP00396,LEAD000974,ACC04999,USR0024,Needs Analysis,35,26144,2025-01-23,2025-04-12
OPP00397,LEAD000977,ACC04211,USR0191,Qualification,20,141402,2024-08-05,2024-09-03
OPP00398,LEAD000979,ACC00913,USR0068,Negotiation,75,135994,2024-12-17,2025-01-28
OPP00399,LEAD000980,ACC02050,USR0113,Proposal,50,78291,2024-08-17,2024-09-30
OPP00400,LEAD000983,ACC04968,USR0068,Needs Analysis,35,49060,2024-10-27,2025-01-08
OPP00401,LEAD000984,ACC01431,USR0191,Proposal,50,44314,2024-12-19,2025-01-15
OPP00402,LEAD000988,ACC04039,USR0039,Proposal,50,212093,2024-09-02,2024-10-19
OPP00403,LEAD000992,ACC02489,USR0103,Closed Lost,0,133862,2024-07-30,2024-10-13
OPP00404,LEAD000994,ACC01659,USR0115,Qualification,20,50991,2024-11-30,2024-12-25
OPP00405,LEAD000996,ACC02757,USR0191,Proposal,50,280678,2024-09-02,2024-11-03
OPP00406,LEAD000997,ACC01301,USR0115,Proposal,50,290032,2024-09-16,2024-12-15
OPP00407,LEAD000999,ACC04416,USR0039,Proposal,50,259111,2024-11-27,2024-12-27
OPP00408,LEAD001000,ACC00374,USR0115,Needs Analysis,35,173613,2024-10-20,2024-12-28
OPP00409,LEAD001002,ACC01724,USR0039,Closed Lost,0,20363,2024-10-01,2024-11-24
OPP00410,LEAD001006,ACC02077,USR0072,Qualification,20,34312,2024-09-28,2024-12-16
OPP00411,LEAD001007,ACC00122,USR0115,Qualification,20,208645,2024-09-11,2024-11-26
OPP00412,LEAD001011,ACC01509,USR0072,Closed Won,100,103688,2024-12-10,2025-02-07
OPP00413,LEAD001012,ACC00729,USR0024,Needs Analysis,35,97042,2024-12-01,2025-01-20
OPP00414,LEAD001014,ACC04762,USR0039,Closed Won,100,15448,2024-09-15,2024-12-10
OPP00415,LEAD001015,ACC03729,USR0191,Qualification,20,178924,2024-12-09,2025-01-27
OPP00416,LEAD001017,ACC04835,USR0068,Qualification,20,174653,2024-10-06,2024-11-29
OPP00417,LEAD001019,ACC04474,USR0191,Needs Analysis,35,196307,2024-08-18,2024-09-25
OPP00418,LEAD001023,ACC04596,USR0072,Proposal,50,171347,2024-12-25,2025-03-01
OPP00419,LEAD001024,ACC04388,USR0068,Qualification,20,192079,2024-08-26,2024-09-13
OPP00420,LEAD001025,ACC03942,USR0024,Negotiation,75,96934,2024-09-08,2024-10-20
OPP00421,LEAD001028,ACC00430,USR0115,Proposal,50,21977,2025-01-18,2025-03-17
OPP00422,LEAD001029,ACC04186,USR0039,Needs Analysis,35,120812,2024-08-31,2024-10-26
OPP00423,LEAD001030,ACC02981,USR0134,Closed Won,100,265143,2024-12-23,2025-01-26
OPP00424,LEAD001035,ACC00370,USR0115,Negotiation,75,188753,2024-09-17,2024-10-08
OPP00425,LEAD001039,ACC02908,USR0039,Needs Analysis,35,58177,2024-10-10,2024-12-18
OPP00426,LEAD001040,ACC00251,USR0072,Negotiation,75,123270,2024-11-25,2025-02-01
OPP00427,LEAD001049,ACC01351,USR0134,Needs Analysis,35,288181,2024-10-31,2025-01-19
OPP00428,LEAD001050,ACC02370,USR0072,Needs Analysis,35,160923,2024-09-19,2024-10-18
OPP00429,LEAD001052,ACC03212,USR0039,Negotiation,75,262398,2024-12-13,2025-03-13
OPP00430,LEAD001056,ACC00723,USR0024,Proposal,50,47958,2024-09-07,2024-10-31
OPP00431,LEAD001058,ACC01310,USR0134,Needs Analysis,35,143938,2024-11-09,2024-12-01
OPP00432,LEAD001059,ACC03437,USR0024,Needs Analysis,35,208175,2024-08-03,2024-09-14
OPP00433,LEAD001062,ACC02435,USR0134,Negotiation,75,123616,2024-11-04,2024-12-26
OPP00434,LEAD001063,ACC04835,USR0024,Qualification,20,84235,2024-09-27,2024-12-14
OPP00435,LEAD001064,ACC02367,USR0115,Qualification,20,49935,2025-01-18,2025-03-22
OPP00436,LEAD001066,ACC02939,USR0039,Negotiation,75,124282,2024-11-10,2025-01-28
OPP00437,LEAD001071,ACC02900,USR0072,Closed Won,100,82305,2024-12-03,2025-02-01
OPP00438,LEAD001072,ACC04456,USR0039,Needs Analysis,35,95638,2024-08-12,2024-09-01
OPP00439,LEAD001080,ACC03596,USR0103,Qualification,20,278972,2025-01-19,2025-02-12
OPP00440,LEAD001082,ACC01343,USR0191,Proposal,50,57535,2024-08-27,2024-11-23
OPP00441,LEAD001083,ACC04650,USR0103,Negotiation,75,57948,2024-08-19,2024-10-26
OPP00442,LEAD001084,ACC03304,USR0103,Qualification,20,220424,2024-10-01,2024-10-18
OPP00443,LEAD001086,ACC01055,USR0191,Qualification,20,24642,2024-12-14,2025-02-25
OPP00444,LEAD001088,ACC01420,USR0115,Qualification,20,215616,2024-12-27,2025-01-24
OPP00445,LEAD001090,ACC02188,USR0024,Proposal,50,145815,2024-07-30,2024-10-04
OPP00446,LEAD001093,ACC03084,USR0113,Qualification,20,124515,2025-01-21,2025-03-16
OPP00447,LEAD001096,ACC00842,USR0134,Needs Analysis,35,103532,2024-12-22,2025-01-27
OPP00448,LEAD001098,ACC03466,USR0191,Proposal,50,201036,2024-11-14,2024-12-13
OPP00449,LEAD001099,ACC03573,USR0134,Proposal,50,88347,2024-08-10,2024-10-08
OPP00450,LEAD001108,ACC03818,USR0103,Negotiation,75,98104,2024-11-24,2024-12-27
OPP00451,LEAD001109,ACC02634,USR0039,Qualification,20,188374,2024-11-16,2025-01-02
OPP00452,LEAD001113,ACC03799,USR0103,Qualification,20,113386,2024-09-11,2024-10-15
OPP00453,LEAD001114,ACC03113,USR0072,Qualification,20,274107,2024-09-19,2024-12-06
OPP00454,LEAD001115,ACC03568,USR0115,Negotiation,75,9665,2024-07-30,2024-10-27
OPP00455,LEAD001121,ACC01257,USR0072,Negotiation,75,213222,2024-10-10,2025-01-05
OPP00456,LEAD001124,ACC01973,USR0115,Closed Won,100,257569,2024-10-05,2024-11-29
OPP00457,LEAD001128,ACC01696,USR0115,Proposal,50,172554,2024-07-29,2024-10-12
OPP00458,LEAD001130,ACC04495,USR0113,Negotiation,75,141014,2025-01-08,2025-02-27
OPP00459,LEAD001132,ACC00831,USR0191,Needs Analysis,35,104570,2024-12-08,2025-01-01
OPP00460,LEAD001133,ACC02355,USR0024,Proposal,50,121582,2024-10-15,2024-11-03
OPP00461,LEAD001134,ACC00307,USR0024,Needs Analysis,35,254422,2025-01-03,2025-02-23
OPP00462,LEAD001136,ACC03891,USR0072,Negotiation,75,99967,2024-08-25,2024-09-20
OPP00463,LEAD001138,ACC01654,USR0072,Needs Analysis,35,298093,2024-10-01,2024-12-29
OPP00464,LEAD001139,ACC00278,USR0068,Closed Lost,0,51818,2024-09-12,2024-10-02
OPP00465,LEAD001149,ACC02281,USR0072,Closed Won,100,260632,2024-09-09,2024-12-06
OPP00466,LEAD001150,ACC02131,USR0103,Needs Analysis,35,169319,2024-10-10,2024-12-24
OPP00467,LEAD001153,ACC04579,USR0115,Qualification,20,261679,2024-12-21,2025-01-12
OPP00468,LEAD001160,ACC01023,USR0072,Qualification,20,123628,2025-01-01,2025-02-28
OPP00469,LEAD001165,ACC04881,USR0103,Proposal,50,232365,2024-12-12,2025-01-18
OPP00470,LEAD001167,ACC02124,USR0024,Needs Analysis,35,91446,2024-10-11,2024-12-21
OPP00471,LEAD001170,ACC00627,USR0024,Proposal,50,69572,2024-12-22,2025-01-26
OPP00472,LEAD001171,ACC01103,USR0072,Needs Analysis,35,24589,2024-10-23,2024-12-13
OPP00473,LEAD001172,ACC04491,USR0039,Proposal,50,285354,2024-10-27,2024-12-24
OPP00474,LEAD001175,ACC02244,USR0103,Negotiation,75,223510,2024-07-24,2024-09-19
OPP00475,LEAD001177,ACC03416,USR0024,Needs Analysis,35,85282,2024-09-15,2024-12-10
OPP00476,LEAD001178,ACC02847,USR0115,Needs Analysis,35,9878,2024-09-13,2024-10-17
OPP00477,LEAD001180,ACC02798,USR0068,Qualification,20,76913,2025-01-06,2025-02-08
OPP00478,LEAD001184,ACC04367,USR0191,Needs Analysis,35,192654,2024-09-27,2024-12-01
OPP00479,LEAD001186,ACC00388,USR0024,Proposal,50,113891,2024-07-25,2024-08-19
OPP00480,LEAD001187,ACC01463,USR0024,Proposal,50,127948,2025-01-12,2025-03-10
OPP00481,LEAD001189,ACC02330,USR0115,Negotiation,75,264052,2024-08-12,2024-11-02
OPP00482,LEAD001191,ACC04500,USR0072,Negotiation,75,58105,2024-08-01,2024-10-09
OPP00483,LEAD001192,ACC01830,USR0191,Needs Analysis,35,244469,2024-09-30,2024-11-30
OPP00484,LEAD001196,ACC00814,USR0113,Qualification,20,54806,2024-11-06,2024-12-18
OPP00485,LEAD001198,ACC01947,USR0113,Closed Won,100,177312,2025-01-06,2025-03-24
OPP00486,LEAD001203,ACC00741,USR0134,Needs Analysis,35,226113,2025-01-09,2025-02-10
OPP00487,LEAD001205,ACC00117,USR0113,Qualification,20,88569,2025-01-09,2025-02-05
OPP00488,LEAD001207,ACC00497,USR0039,Negotiation,75,100032,2024-12-19,2025-03-11
OPP00489,LEAD001210,ACC00811,USR0113,Negotiation,75,220631,2024-11-12,2024-12-13
OPP00490,LEAD001213,ACC01769,USR0039,Qualification,20,122432,2024-12-17,2025-01-24
OPP00491,LEAD001215,ACC04996,USR0039,Negotiation,75,54934,2025-01-08,2025-01-28
OPP00492,LEAD001216,ACC02639,USR0072,Needs Analysis,35,135325,2024-11-11,2024-12-26
OPP00493,LEAD001218,ACC01001,USR0072,Negotiation,75,33608,2024-09-01,2024-11-12
OPP00494,LEAD001219,ACC03313,USR0068,Proposal,50,270063,2024-07-20,2024-09-12
OPP00495,LEAD001220,ACC01380,USR0134,Closed Won,100,91719,2024-11-23,2025-01-01
OPP00496,LEAD001221,ACC00306,USR0072,Negotiation,75,173104,2024-08-10,2024-11-06
OPP00497,LEAD001225,ACC04203,USR0113,Proposal,50,51147,2024-11-15,2025-01-05
OPP00498,LEAD001227,ACC04333,USR0115,Proposal,50,14316,2024-11-27,2025-02-03
OPP00499,LEAD001229,ACC01973,USR0068,Closed Won,100,52655,2024-12-05,2025-01-06
OPP00500,LEAD001230,ACC04445,USR0103,Qualification,20,164697,2024-12-20,2025-03-06
OPP00501,LEAD001231,ACC03950,USR0072,Proposal,50,244184,2024-11-29,2024-12-27
OPP00502,LEAD001234,ACC04871,USR0191,Closed Won,100,195470,2025-01-01,2025-02-21
OPP00503,LEAD001237,ACC00845,USR0191,Negotiation,75,60743,2024-11-30,2025-01-18
OPP00504,LEAD001243,ACC03297,USR0134,Closed Won,100,69602,2024-08-05,2024-09-07
OPP00505,LEAD001245,ACC02033,USR0103,Qualification,20,283063,2024-08-27,2024-10-09
OPP00506,LEAD001246,ACC01286,USR0134,Closed Won,100,258195,2024-08-06,2024-08-24
OPP00507,LEAD001247,ACC03367,USR0024,Qualification,20,96042,2024-12-01,2025-02-18
OPP00508,LEAD001252,ACC01605,USR0039,Needs Analysis,35,273589,2024-12-23,2025-01-17
OPP00509,LEAD001253,ACC04456,USR0103,Needs Analysis,35,169579,2024-10-06,2024-11-30
OPP00510,LEAD001254,ACC03572,USR0113,Closed Won,100,110323,2024-12-02,2025-01-28
OPP00511,LEAD001255,ACC04923,USR0103,Qualification,20,157347,2024-09-06,2024-10-27
OPP00512,LEAD001258,ACC00952,USR0103,Negotiation,75,65505,2025-01-19,2025-02-20
OPP00513,LEAD001259,ACC02256,USR0072,Proposal,50,223878,2024-10-24,2024-11-08
OPP00514,LEAD001260,ACC02199,USR0024,Qualification,20,284918,2025-01-01,2025-02-12
OPP00515,LEAD001265,ACC03725,USR0024,Proposal,50,81770,2024-09-26,2024-12-17
OPP00516,LEAD001266,ACC03676,USR0113,Qualification,20,159738,2024-08-08,2024-09-28
OPP00517,LEAD001267,ACC00007,USR0134,Needs Analysis,35,21937,2024-09-08,2024-09-29
OPP00518,LEAD001269,ACC00699,USR0072,Proposal,50,299267,2024-09-13,2024-11-25
OPP00519,LEAD001271,ACC02707,USR0072,Qualification,20,205059,2025-01-06,2025-03-25
OPP00520,LEAD001274,ACC02350,USR0113,Qualification,20,237293,2024-09-17,2024-12-06
OPP00521,LEAD001275,ACC03038,USR0115,Negotiation,75,197802,2024-09-13,2024-11-04
OPP00522,LEAD001276,ACC01510,USR0103,Qualification,20,108006,2024-12-21,2025-02-19
OPP00523,LEAD001284,ACC02551,USR0134,Proposal,50,162891,2024-12-25,2025-02-01
OPP00524,LEAD001285,ACC00363,USR0068,Proposal,50,192739,2024-11-15,2025-01-15
OPP00525,LEAD001286,ACC01880,USR0103,Closed Lost,0,280458,2024-07-31,2024-10-23
OPP00526,LEAD001292,ACC02834,USR0103,Negotiation,75,299301,2025-01-01,2025-03-21
OPP00527,LEAD001295,ACC03958,USR0068,Qualification,20,204949,2024-08-07,2024-10-21
OPP00528,LEAD001298,ACC03134,USR0103,Negotiation,75,260225,2024-11-20,2025-01-21
OPP00529,LEAD001300,ACC00231,USR0134,Negotiation,75,55308,2024-10-09,2024-12-08
OPP00530,LEAD001301,ACC02607,USR0191,Needs Analysis,35,284553,2024-08-24,2024-09-21
OPP00531,LEAD001302,ACC04217,USR0134,Qualification,20,115510,2024-07-22,2024-09-20
OPP00532,LEAD001303,ACC04674,USR0068,Needs Analysis,35,116765,2025-01-15,2025-02-21
OPP00533,LEAD001305,ACC03173,USR0115,Closed Lost,0,233189,2024-09-15,2024-11-30
OPP00534,LEAD001314,ACC00651,USR0103,Closed Won,100,38154,2024-12-27,2025-01-19
OPP00535,LEAD001316,ACC04842,USR0113,Qualification,20,156957,2024-10-24,2024-12-03
OPP00536,LEAD001318,ACC00667,USR0068,Negotiation,75,204970,2024-09-22,2024-10-12
OPP00537,LEAD001319,ACC04502,USR0103,Closed Won,100,253506,2024-10-30,2025-01-18
OPP00538,LEAD001320,ACC01708,USR0134,Closed Lost,0,76503,2024-09-01,2024-11-24
OPP00539,LEAD001321,ACC03022,USR0103,Needs Analysis,35,80537,2024-11-03,2024-12-12
OPP00540,LEAD001322,ACC04130,USR0039,Needs Analysis,35,200627,2024-10-04,2024-10-25
OPP00541,LEAD001323,ACC03446,USR0191,Needs Analysis,35,296016,2024-07-23,2024-09-23
OPP00542,LEAD001325,ACC03902,USR0072,Closed Won,100,286622,2024-12-17,2025-02-26
OPP00543,LEAD001330,ACC00004,USR0103,Needs Analysis,35,33515,2024-09-07,2024-10-15
OPP00544,LEAD001331,ACC01934,USR0191,Negotiation,75,293182,2024-12-13,2025-02-13
OPP00545,LEAD001337,ACC00195,USR0039,Needs Analysis,35,165261,2024-10-19,2024-11-13
OPP00546,LEAD001338,ACC03906,USR0024,Qualification,20,196099,2025-01-17,2025-02-24
OPP00547,LEAD001342,ACC04608,USR0115,Needs Analysis,35,178834,2024-08-31,2024-09-28
OPP00548,LEAD001343,ACC02949,USR0024,Needs Analysis,35,193083,2024-11-12,2025-01-03
OPP00549,LEAD001344,ACC03330,USR0068,Proposal,50,62059,2024-10-06,2024-12-14
OPP00550,LEAD001345,ACC02299,USR0115,Negotiation,75,47977,2024-08-29,2024-10-27
OPP00551,LEAD001347,ACC01085,USR0072,Qualification,20,45088,2024-09-30,2024-11-29
OPP00552,LEAD001351,ACC01323,USR0039,Needs Analysis,35,252518,2024-09-28,2024-10-20
OPP00553,LEAD001352,ACC01861,USR0134,Negotiation,75,196794,2024-12-27,2025-03-03
OPP00554,LEAD001354,ACC01861,USR0115,Proposal,50,272602,2024-08-25,2024-09-29
